Original,Translate,Translate_GPT_1
Ch’e’ non à huon nel mondo più cielante».,Porque nadie en el mundo es más discreto que él.,Porque nadie en el mundo es más reservado que él.
Bellacoglienza disse: «I’ vo’ che vegnia,"Hermosa acogida dijo: ""Quiero que venga","Hermosa acogida dijo: ""Quiero que venga"
"E basci il Fior, che tanto gli è piaciere,","y besa la Flor que tanto le gusta,",y abraza la Flor que tanto le gusta.
"Ma ched e’ sagiamente si contegnia,",pero que sabiamente se contiene,Pero que se abstenga sabiamente
"Che siate cierto, ch’e’ no•m’è spiaciere».",Que estés seguro de que esto no es mi pena.,Asegúrate de que esto no me arrepienta.
«Or gli ne manda alcuna buona ’nsegna»,Ahora mándale una buena señal.,Enviar una buena indicación
"Disse Venùs, «e fagliele a sapere».",Dijo Venus y hazle saber,Afirmó Venus y le informó
Per Bel-Senbiante e per Dolze-Riguardo,para hermoso aspecto y para dulce mirada,Por atractivo aspecto y por amable mirada.
Mi mandò la piaciente ch’i’ andasse,Me dijo que me iba.,Me dijo que tenía que irme.
"Nel su’ giardin, e ch’io il Fior basciase,",en el jardín y que besara la Flor,en el jardín y que besara la Flor
"Né non portasse   già lancia né dardo,","que no lleven lanzas ni flechas,",evitar llevar lanzas y flechas.
Ché lo Schifo era fatto sì codardo,porque la Resistencia se había vuelto tan cobarde,Por qué la Resistencia se había convertido en tan pusilánime
Ch’e’ non mi bisogniava ch’i ’l dottasse.,No había necesidad de que lo temiera;,No era necesario que lo temiera.
"Ma tuttor non volea ched i’ v’entrasse,",Pero todavía no quería que entrara.,Pero todavía no quería que yo entrara en ella.
"Sed e’ non fosse nocte ben a tardo,",A menos que fuera muy tarde por la noche.,Salvo que no fuera muy tarde por la noche.
Perciò che Chastità e Gielosia,"Por lo tanto, qué castidad y celos","Por lo tanto, qué pureza y posesividad"
Sì ànno messo Paura e Vergognia,año confiado al miedo y la vergüenza,año confiado al temor y la humillación
"In le’ guardar, che non faccia follia,","De mirarla a ella, que no haga una locura.","Observe usted, que no cometa una tontería"
"Ed un villan, che truov’ognie menzognia,",Y un villano que encuentra toda mentira,y un inicuo que descubre toda falsedad
"La guarda, il qual fu nato in Normandia:","la mira, el cual nació en Normandía","la escruta, que nació en Normandía"
"Malabocha, «Que’ c’ognie mal sanpogna».","Malabocha, que es la fuente de todo mal.","Maléfica, que es la fuente de toda maldad."
"Udendo quella nobile novella,",Oyendo esa noble historia,Escuchando esa noble narración
"Che que’ gienti messagi m’aportaro,",Me trajeron a esos mensajeros.,Me los entregaron esos emisarios.
Sì forte mente il cuor   mi confortaro,He sentido mucho consuelo en mi corazón.,He sentido un gran alivio en mi alma.
Che di gioia perde’ quasi la favella.,que casi pierdo el poder de la palabra por alegría.,Que casi pierdo el control de la lengua por alborozo.
"Nel giardin me n’anda’ tutto ’n gonella,","Entré en el jardín en mi falda,","En el jardín, me metí en mi cabaña."
"Sanz’armadura, com’e’ comandaro,","Sin armas, como habían mandado.","Desarmados, según lo ordenado."
E sì trovai quella col viso chiaro.,Y encontré a la de la cara clara.,Y descubrí la que tenía la cara pálida.
"Bellacoglienza tosto a•ssé m’apella,",Me llamo Bella Recepción.,"Cálida bienvenida, ahora mismo me presento."
"E disse: «Vien avanti e bascia ’l Fiore,","Y dijo: Ven, y besa la Flor.",Y dijo: Procede y besa la Planta.
"Ma guarda di far cosa che mi spiaccia,",Pero no hagas nada que me importe.,Pero no hagas nada que me moleste.
Ché•ttu ne perderesti ognie mio amore».,Porque perderías todo mi amor.,Porque perderías toda mi devoción.
"Sì ch’i’ alor feci croce de le braccia,",Así que hice que me cruzara los brazos.,Así que hice que me entrelazaran los brazos.
E sì ’l basciai co•molto gran tremore.,"y besó la Flor con gran temblor,","Y besó a la Flor con gran agitación,"
Sì forte ridottava suo minaccia.,Tan asustado por su amenaza,tan aterrorizado por su intimidación
Del molto olor ch’al cor m’entrò basciando,del mucho perfume que en mi corazón entró mientras besaba,del profluvio de fragancia que en mi alma penetró mientras besaba
"Quel pretioso Fior, che tanto aulia,",Esa preciosa flor que es tan perfumada,Ese precioso pétalo que es tan fragante
Contar né dir per me non si poria.,No puedo hablar ni decir;,No puedo expresarme ni articularme.
Ma dirò come ’l mar s’andò   turbando,Pero diré que el mar se tornó tempestuoso,Pero voy a exponer cómo el mar se ha vuelto tormentoso
"Per MalaBocha, quel ladro normando,","para Malabocha, ese ladrón normando,","Para Malabocha, ese malhechor normando,"
Che se n’avide e svegliò Gielosia,que vio el acontecimiento y despertó los celos,que observó el suceso y levantó la envidia
"E Chastità, ché ciaschuna dormia,","y la castidad, que cada una dormía","y la pureza, que cada una descansaba"
Perch’i’ fu’ del giardin rimesso in bando.,para que me echaran de nuevo del jardín,De modo que me expulsaron otra vez del jardín.
"E sì vi conterò de la forteza,",Y ahora os contaré lo de la fortaleza.,Ahora os cuento de la fortaleza
"Dove Bellacoglienza fu ’n prigione,",donde Bell estuvo en la cárcel,Donde se encarceló a Bell
Ch’Amor abatté poi per su’ prodezza;,lo que el Amor destruyó con su fuerza.,lo que el Amor ha devastado con su poder.
E come Schifo mi tornò fellone,y cómo la Resistencia se ha vuelto hostil,y cómo la Resistencia se convirtió en adversaria
E lungo tenpo mi tene in distreza;,"y me mantuvo en angustia por mucho tiempo,","y me atormentó durante mucho tiempo,"
E come ritornò a me Ragione.,Y cómo regresó la razón a mí.,Y como la Sabiduría ha vuelto a mí.
"Castità, che da Veno è guereggiata,","Castidad, contra la cual Venus hace la guerra,","Pureza, contra la que Venus lucha,"
"Sì disse a Gielosia: «Per Dio, merzede!","De modo que dijo a los celos: ""¡En el nombre de Dios, ten piedad!","Dijo así a la envidia: ""¡En el nombre de Dios ten misericordia!"""
"S’a questo fatto l’uon non ci provede,",si a este hecho uno no provee,Si a este hecho uno no interviene
I’ potre’ ben tosto esere adontata.,Pronto podré sufrir de vergüenza.,Pronto podré sentirme avergonzado.
"Vergognia e Paura m’ànno abandonata,",Vergüenza y miedo me han abandonado;,Avergonzamiento y estremecimiento me abandonaron.
"In quello Schifo foll’è chi si crede,",en esa resistencia en la que se cree,En esa tenacidad en la que se tiene fe
Ch’i’ son ciertana   ch’e’ non ama a fede,"porque estoy seguro de que no ama fielmente,",Porque estoy seguro de que no ama con lealtad.
Po’ del giardin sì mal guardò l’entrata.,Luego miró la entrada del jardín tan mal.,Luego escudriñó el acceso del jardín tan mal.
"Onde vo’ siete  la miglior guardiana,",Donde usted es la mejor guardiana,Donde tú eres la más confiable conserje.
Ch’i’ ’n esto mondo potese trovare:,que este mundo pudiera encontrar,Que este mundo pudiera encontrar
Gran luogo avete in  Lonbardia e ’n Toschana.,Usted es bien conocido en Lombardía y Toscana.,Sois famosos en Lombardía y Toscana.
"Per Dio, ched e’ vi piaccia il Fior guardare,","¡En nombre de Dios, que os guste ver la Flor!","¡En nombre de Dios, que os guste contemplar el Blossoming!"
"Ché, se que’, che ’l basciò, punto lo sgrana,","que, si eso, que le beso, tuviera que arruinarlo,","que, si esa acción, que lo saluda con un beso, tuviera que dañarlo,"
"Non fia misfatto, ch’uon poss’amendare».","No es miserable, nunca puede ser arreglado.",no se cometa un error nunca puede ser corregido.
"Gielosia disse: «I’ prendo a me la guarda,","celos dijo: ""Yo tomo el guardia.""","Celos proclamó: ""Yo tomo la custodia."""
"Ch’a ben guardar il Fior è mia credenza,",de mirar la Flor es mi credo,Observar la Flor es mi fe
"Ch’i’ avrò giente di tal provedenza,",que yo tendré gente de tal providencia,que voy a tener gente con tanta generosidad.
Ched i’ non dotto già che Veno gli arda».,Que no tengo miedo de que Venus los encienda.,que no tengo miedo de que Venus los encienda.
"Al giardin se n’andò, fier’ e ghagliarda,","En el jardín se fue, orgullosa y fuerte,","En el jardín se fue, arrogante y vigorosa."
"Ed ivi si trovò Bellacoglienza,",y se los encuentra Bell recepción,Y los encuentro acogida cálida
"E disele: «Tu à’ fatta tal falenza,","Le dijo: ""Tú cometiste ese error.""","Le dijo: ""Tú has cometido semejante tontería."""
Ch’i’ ti tengho per folle e per musarda.,que los considero tontos y tontos.,que os considero tontos y fatuos.
"Ed a voi dico, Paur’ e Vergognia,","Y a ustedes les digo, Miedo y Vergüenza","A ustedes les digo, Temor y Arrepentimiento"
"Che chi di Fior guardar in voi si fida,",que confía en ti para ver la Flor,¿Quién de ustedes confía en el Blossoming?
Cierta son ch’e’ non à lett’ a Bolognia.,Estoy seguro de que no estudió en Bolonia.,Estoy seguro de que no fue a Bolonia.
"E quello Schifo, che punt’or non grida,","Y esa Resistencia, que ahora no está gritando,","Esa resistencia, que ahora no grita,"
"Gli varia me’ ch’e’ fosse in Catalognia,","Sería mejor para él que estuviera en Cataluña,",Sería preferible que estuviera en la región catalana.
Sed e’ non guarda   ben ciò ch’egli à ’n guida».,si no es capaz de proteger lo que está en su cuidado.,Si no puede guardar lo que se le ha confiado.
Vergognia contra terra il capo china,"Es vergonzoso inclinar la cabeza hacia el suelo,",El remordimiento baja la mirada al suelo.
"Ché ben s’avide, ch’ella avea fallato,","porque sabía que había cometido un error,",Porque sabía que había cometido un error.
"E d’un gran velo il viso avea velato,",Y cubrió su cara con un gran velo.,Y envuelto su cara con un enorme velo.
"E sì disse a Paura, sua chugina:","Y dijo con miedo, su prima:","Y le dijo a su prima, con miedo:"
"«Paura, no’ siàn messe nell’aina","Miedo, estamos metidos en el odio.","Miedo, nosotros estamos en la angustia."
"Di Gielosia, e ciò ci à prochacciato","de celos, y eso provocó","De envidia, y esto ha dado"
"Lo Schifo, perch’egli à cortesegiato","la Resistencia, porque él ha cortejado","La guerrilla, porque él ha encantado"
"Al bel valetto, ch’i’ vid’ier mattina.",A ese chico guapo que vi ayer por la mañana.,A ese joven atractivo que vi ayer por la mañana.
"Or andiàn tosto, e troviàn quel villano,",Ahora vamos rápido y encontramos a ese villano.,Ahora vamos rápido y vemos a ese inicuo.
E gli dirén com’e’ fia malbalito,"y le diremos lo mal que está siendo tratado,",Y le diremos lo maltratado que es.
"Se Gielosia gli mette adosso mano,",si los celos le ponen las manos encima;,Si los celos lo atacan.
"Ch’egli à ’n ben guardar troppo fallito,",que él no miró bien y falló,que no ha examinado cuidadosamente ni ha fallado
"Ch’e’ sì dé eser a ciaschuno strano,",¿Por qué debería ser extraño para cada uno,Porque debería ser raro para cada uno.
E ’l Diavol sì•ll’à ora incortesito».,¡Pero el diablo lo ha hecho tan elegante!,¡Pero el demonio lo ha hecho tan refinado!
"Per lo Schifo trovar, ciaschun’andava,","Para encontrar la Resistencia, cada uno iba","Para descubrir la Resistencia, todo el mundo estaba merodeando."
"Per dirli del misfatto molto male,",para hablarle del maldito infierno.,Informarle de un crimen grave.
E que’ s’avea fatto un capezale,y que aquí se había hecho una cabecera,y que aquí se había creado una cama
"D’un fascio d’erba, e sì soniferava.","de un rayo de hierba, y allí se durmió.","de un ramo de vegetación, y allí se durmió."
"Vergognia fortemente lo sgridava,",Vergüenza le gritaba con fuerza,Vergüenza le regañaba severamente.
"Paura   d’altra parte sì•ll’assale,","Miedo, por otra parte, lo asalta.","Terror, miedo, intimidación en el otro lado."
"Diciendo: «Schifo, ben poco ti chale","diciendo: Resistencia, muy poco se cuida","Poco se preocupa, tenacidad, poco interesado."
"Che Gielosia sì forte ne grava,",¡Que los celos están tan enojados!,¡Que los celos están tan furiosos!
"E ciò ci avien per te, quest’è palese,","y esto es para ti, esto es evidente","y esto se manifiesta para ti, esto es evidente"
"Quando tu, per la tua malaventura,",cuando tú por tu desgracia,"Cuando tú, por tu mala suerte."
Tu vuogli intender or d’eser cortese.,¿Quieres decir o ser cortés?,Usted desea significar o ser amable
Ben sa’ ch’e’ non ti move di natura.,Sabes que no se mueve por naturaleza.,Se dice que no se mueve por su propia iniciativa.
"Con ciaschedun dé’ star a le difese,",que cada uno debe estar en la defensa,que cada uno debe defenderse
Per ben guardar questa nostra chiusura».,para ver bien nuestro cierre,"Examinar, observar, esta conclusión nuestra."
"Lo Schifo, quando udìo quel romore,",La resistencia cuando oyes ese ruido,La tolerancia cuando oyó ese sonido
Conobe ben ched egli avea mispreso.,Sabía que había cometido un error.,Entendía claramente que había cometido una culpa.
"Sì disse: «Il Diavol ben m’avea sorpreso,","Dijo: ""El diablo me sorprendió.","Dijo: ""El diablo me sorprendió."""
Quand’io a nessun uon mostrav’amore.,Cuando a nadie le mostraba amor,Cuando yo no le demostraba afecto a nadie.
"Ma s’i’, colui, che vene per lo Fiore,",Pero si el que vino a la Flor,El que llegó a Blossoming
"I’ ’l posso nel giardin tener mai preso,",Y puedo mantenerlo prisionero en el jardín.,Y puedo encerrarlo en el jardín.
"I’ sia unguanno per la gola inpeso,",Que me cuelguen en el cuello.,Que me lleven a mi cuello.
Sed i’ no ’l fo morir a gran dolore».,Si no lo dejo morir con gran dolor.,"Si no lo hago, moriré con gran pesar."
"Allor ricignia il viso e gli ochi torna,",Luego se inclina hacia atrás y da vueltas a sus ojos,Luego aprieta la frente y hace rodar sus ojos.
E troppo contra me tornò diverso:,Demasiado lejos de mí volvió a ser diferente,Y regresó a mí
Del Fior   guardar fortemente s’atorna.,de la flor se esfuerza por mirarlo fuertemente,de la flor se utiliza para observarlo intensamente
"Ai lasso, c’or mi fu canbiato il verso","Ay de mí, cómo se me cambió el verso","¡Ay de mí, cómo se me cambió el destino!"
In poca d’or si ’l fatto mi bistorna,En poco tiempo me asombra el hecho.,"En poco tiempo, me sorprendió."
